R_225Class16 (3).jpg,0.014745,0.000593767,1.75542e-05,1.43566e-09,0.168803,5.7325e-05,4.53605e-07,0.121174,3.22148e-07,4.64622e-08,3.10529e-08,1.56847e-09,0.111437,9.25011e-08,2.26464e-05,0.540634,1.05141e-07,5.4712e-07,1.71181e-10,6.78892e-08,1.62774e-09,5.33423e-09,1.30003e-06,7.0788e-08,1.14558e-05,1.40082e-06,2.36063e-06,0.00194416,0.000336302,0.00140099,1.36659e-05,3.37097e-07,9.69144e-07,4.76789e-09,1.639e-07,0.000510463,2.4289e-06,3.52598e-08,1.14427e-09,0.0382835,2.18524e-09,6.81846e-09,4.13881e-06,1.15237e-07
R_0Class39 (7).jpg,1.24579e-08,2.32879e-10,1.71063e-08,1.77507e-08,1.14057e-09,5.68747e-06,5.33869e-07,2.9302e-08,0.000573285,1.89765e-09,4.92704e-06,0.0279819,1.23155e-06,3.115e-08,1.21768e-07,3.21969e-09,1.76561e-11,7.58066e-13,3.98719e-07,0.00364014,6.90208e-05,2.29527e-07,5.4739e-13,4.30816e-08,6.27359e-08,1.70217e-09,4.12427e-10,8.85699e-10,7.85635e-09,4.97268e-10,1.26976e-08,0.400825,0.0186965,3.66908e-08,1.01191e-06,0.00135639,1.00107e-07,6.46983e-07,8.99808e-11,6.88265e-11,7.91639e-09,8.64262e-10,7.63012e-11,0.546842
R_180Class33 (2).jpg,0.000732241,4.92791e-06,0.000299958,5.27767e-08,1.37546e-05,0.000573729,0.000717485,0.0272238,0.000347749,1.22633e-05,1.15505e-06,3.2675e-06,0.484593,9.95789e-06,3.5005e-06,0.0259068,1.58635e-07,5.91737e-08,2.93097e-09,4.90934e-06,1.0963e-07,8.93187e-08,2.51946e-08,8.54545e-07,1.42145e-06,2.87254e-05,0.0126606,0.00330333,0.428664,1.08457e-05,3.30034e-06,3.18397e-07,1.66974e-05,1.3143e-08,1.79319e-07,2.39578e-05,6.23997e-07,1.55813e-08,9.40552e-09,1.48379e-05,6.47277e-08,2.89165e-08,0.0148105,1.11271e-05
R_225Class13 (5).jpg,1.5244e-06,1.99501e-06,3.44794e-10,1.51683e-12,0.833606,2.61114e-07,1.75228e-10,7.7208e-06,4.35126e-10,9.45072e-12,1.57391e-10,2.33584e-12,0.000165074,3.1031e-11,1.71651e-09,0.166181,1.51908e-10,3.25662e-10,7.1711e-14,7.73477e-11,2.39049e-12,1.02575e-10,1.11335e-09,1.31046e-10,3.49557e-08,1.75076e-09,3.889e-08,1.0182e-08,5.68652e-08,1.03791e-05,1.53887e-05,1.21129e-10,2.81037e-10,2.58782e-11,1.1249e-09,3.68198e-08,1.71838e-08,6.74878e-12,2.00489e-13,1.00857e-05,4.39027e-12,6.8416e-12,1.6232e-09,1.80042e-11
R_225Class31 (11).jpg,0.000287114,1.33113e-05,7.32238e-05,0.00141073,1.24289e-06,0.000260211,0.00458572,0.00194828,0.121385,0.0053172,0.0013829,0.00250407,6.16255e-05,0.201417,0.000367802,1.86846e-05,6.5012e-06,1.25888e-06,0.011541,0.0144545,0.00111934,6.59652e-06,2.4801e-06,0.00413098,0.00590532,7.38278e-05,4.91805e-06,0.000154508,0.0118237,9.26997e-05,0.000154869,0.0135231,0.0442998,3.01421e-06,4.08584e-05,0.00317531,5.25992e-05,0.00181526,2.58828e-05,4.71268e-06,0.00120916,4.36879e-05,1.53922e-06,0.545298
R_135Class16 (2).jpg,0.0077853,2.46026e-05,0.000641849,5.88708e-10,0.00131797,5.6684e-05,6.33971e-06,0.0769743,4.68821e-09,4.47871e-08,1.38578e-09,3.46998e-09,0.0867494,8.59131e-08,0.000731641,0.684691,9.09019e-07,5.8008e-09,2.73447e-11,1.27134e-08,1.89122e-11,1.21891e-09,9.59698e-07,7.63864e-09,2.66565e-05,3.13014e-06,1.11234e-05,0.0337239,0.00116729,0.000141452,1.4653e-06,1.83313e-07,1.50261e-06,2.39707e-10,2.58768e-10,1.25229e-05,6.01769e-08,2.35718e-09,2.95885e-11,0.105477,1.75924e-10,2.06961e-10,0.000452097,1.38172e-07
R_315Class37 (8).jpg,0.00743326,0.000787138,1.34982e-05,9.14486e-07,0.0626256,0.000468374,0.00015577,0.00592402,0.000214525,1.01878e-06,0.000446972,8.37327e-06,0.253181,0.000146003,0.00012956,0.112584,1.90735e-05,1.07492e-05,1.68464e-07,0.000114601,1.83214e-05,3.62915e-05,9.35878e-07,4.42494e-05,0.0313273,0.000102748,3.51337e-05,7.77306e-05,0.092683,0.0219276,0.271605,0.00149204,0.0167599,4.21946e-05,0.00172386,0.116232,0.00129125,8.38419e-07,2.90374e-07,0.000139172,7.95473e-07,1.16107e-05,5.94721e-07,0.000182861
R_315Class8 (7).jpg,2.17214e-06,5.13429e-07,0.00155201,8.29789e-10,4.67326e-07,4.87821e-06,5.77541e-07,8.99048e-09,1.34766e-09,2.01161e-07,6.19545e-10,1.2556e-06,0.000379982,8.6431e-10,5.70805e-05,0.836605,5.59296e-09,3.8686e-09,4.71754e-10,1.88883e-07,2.11537e-10,3.15382e-10,7.47239e-09,8.97412e-10,1.12079e-08,1.04605e-08,2.69136e-06,0.0758701,1.06324e-08,2.73274e-08,1.17202e-09,5.28668e-08,1.81193e-07,7.5814e-11,2.44936e-09,1.66561e-06,7.02645e-06,3.31892e-08,6.41498e-10,2.12403e-05,1.06261e-10,2.01664e-10,0.0854011,9.11153e-05
R_135Class37 (4).jpg,0.0253609,0.000281772,0.000155772,5.24053e-06,0.00580464,0.00865636,0.000202123,0.0501946,0.000541745,3.13876e-05,0.000101622,1.00311e-05,0.360994,0.000138446,0.000301285,0.458682,2.1021e-05,1.29015e-05,7.47919e-07,2.08057e-05,1.01274e-05,7.1753e-06,7.51129e-06,7.88979e-05,0.00310025,0.000542026,0.000138193,0.000134507,0.0521319,0.00426299,0.0192064,0.000171232,0.00349291,7.48251e-06,3.74622e-05,0.00424825,0.000131554,1.14101e-06,6.71059e-07,0.000604089,1.01517e-06,1.29301e-05,3.87132e-05,0.000114843
R_0Class23 (4).jpg,1.01017e-06,3.85815e-07,9.73717e-07,4.99881e-10,1.37151e-06,4.84407e-06,5.11505e-08,4.85976e-08,8.08723e-09,6.15628e-08,3.95209e-10,8.46143e-09,0.0228182,2.12325e-09,1.04285e-05,0.82848,3.58808e-09,5.46968e-09,2.92575e-11,4.50977e-09,4.14102e-11,4.83756e-10,3.6653e-08,1.45273e-10,1.38195e-08,9.12123e-08,1.18729e-05,0.074307,1.82488e-05,1.33902e-07,8.8091e-09,2.68863e-09,2.34366e-09,3.80513e-11,1.05788e-09,2.85023e-08,5.81311e-08,2.2887e-09,2.05989e-10,3.06863e-05,1.07754e-10,2.81883e-11,0.0743144,1.43339e-08
R_270Class35 (4).jpg,0.00866225,1.93038e-05,5.36589e-07,1.56544e-08,6.46932e-07,0.000150087,4.20306e-06,0.00281075,0.0399148,3.69822e-06,5.29278e-06,6.87657e-09,0.00682339,0.000117187,7.17237e-07,0.0360559,1.92572e-07,9.46957e-08,1.30075e-09,4.44475e-06,7.11419e-07,6.05329e-08,1.25103e-08,4.62005e-05,9.54334e-05,0.000123029,3.86655e-07,1.54468e-06,0.904832,0.000200594,0.000112557,8.12381e-08,1.71024e-06,3.11913e-09,1.14004e-07,6.50224e-06,1.89954e-06,9.04234e-10,4.14452e-09,7.71228e-07,7.30716e-08,3.5652e-09,2.02806e-06,4.9949e-07
R_0Class24 (1).jpg,0.000533119,2.87318e-06,3.61733e-06,4.03608e-05,1.04336e-05,0.00456648,0.000111079,0.00108988,0.00103898,8.40036e-05,2.48369e-06,2.17255e-06,0.0300166,1.18994e-05,0.000791888,0.115422,7.27019e-06,5.51773e-07,8.04065e-07,4.40053e-06,2.6632e-06,1.09855e-06,2.25943e-06,5.08918e-06,7.32727e-05,0.000354082,0.000116175,0.00313804,0.841811,0.000258871,6.39749e-05,2.93202e-05,1.23081e-05,3.25332e-07,1.2055e-06,0.00013492,2.94333e-06,4.16771e-07,1.10194e-07,0.000203175,9.94736e-07,2.03346e-07,3.02473e-05,1.61555e-05
R_225Class18 (5).jpg,7.29384e-07,3.41604e-09,5.81059e-08,1.90539e-06,8.09436e-10,9.7917e-05,6.98443e-05,4.63133e-07,0.00117917,0.365482,4.98209e-07,0.00488278,2.2247e-06,4.19346e-05,6.49971e-07,7.05117e-07,1.49137e-09,6.10222e-10,0.00092806,0.000287767,7.10536e-07,4.74091e-09,1.60687e-10,0.000105538,6.13703e-07,1.37815e-07,7.9407e-09,9.92501e-08,1.20506e-06,2.74101e-07,7.79845e-08,0.000167768,8.2984e-07,4.07114e-10,4.58567e-09,4.35755e-08,4.11084e-08,0.000385953,1.25098e-09,1.7149e-09,1.77176e-06,1.19839e-10,5.33199e-08,0.626358
R_270Class19 (8).jpg,4.19022e-11,1.73797e-12,2.59771e-12,3.43732e-12,3.67794e-12,1.96358e-09,2.96872e-10,2.10099e-07,0.0457139,6.02748e-14,0.945481,5.91291e-08,2.62171e-09,1.78469e-07,3.60931e-11,4.23886e-11,2.08273e-14,1.6709e-14,1.61198e-12,4.58848e-08,0.00869427,3.27943e-10,1.33272e-16,4.3788e-10,3.97314e-10,4.75092e-11,4.17849e-13,1.28562e-12,2.98107e-08,2.15683e-12,1.29936e-10,5.99347e-07,1.85552e-07,7.30396e-05,4.49828e-09,1.49158e-06,2.51166e-11,2.7938e-13,2.61324e-14,4.65794e-15,3.24499e-09,4.27558e-08,4.19647e-15,3.50029e-05
R_0Class9 (5).jpg,1.54632e-10,1.22404e-14,1.56365e-12,5.60997e-11,4.88103e-13,6.71834e-10,3.84133e-10,7.66964e-11,0.000153645,2.49661e-10,3.19259e-08,0.0057045,5.24796e-09,2.69743e-10,6.69359e-12,4.74217e-13,4.06102e-15,3.20706e-15,3.21899e-07,0.00711415,0.000118063,2.14683e-10,7.62972e-16,4.31266e-09,3.88462e-10,2.22204e-13,5.13519e-13,6.98759e-14,5.32423e-12,1.36311e-13,1.85781e-12,3.46903e-05,3.6543e-07,6.22782e-11,2.60447e-09,4.34262e-09,1.96913e-12,6.37242e-07,8.26574e-15,4.39185e-15,3.49242e-10,7.14298e-13,2.44462e-14,0.986873
R_45Class40 (7).jpg,0.000179846,1.95545e-05,7.03632e-06,2.46854e-06,0.000874615,0.00439967,2.59907e-05,0.00498014,0.0982693,1.0036e-06,0.000597774,9.38916e-05,0.0204305,5.29408e-05,7.07662e-05,0.00758637,1.3117e-07,4.09837e-08,5.44329e-07,7.61307e-05,0.000345134,6.93817e-06,3.62072e-08,1.31169e-05,0.000277731,5.19285e-05,2.78424e-06,8.51873e-06,0.00300269,1.52082e-05,0.000706726,0.0108017,0.00804852,2.92776e-05,0.00106782,0.833383,0.000194864,4.54799e-06,1.80726e-07,5.59163e-06,1.79847e-06,4.04453e-06,1.08163e-07,0.00435862
R_0Class35 (4).jpg,0.000930211,1.14756e-05,3.38434e-06,7.57259e-07,1.39406e-06,0.000627517,2.88372e-05,0.000588194,0.148735,0.000220685,1.36897e-05,4.3757e-06,0.00332222,0.000485222,6.21533e-06,0.00988106,1.78946e-06,3.89003e-07,6.83447e-07,9.44992e-05,4.02198e-05,1.65634e-06,3.66072e-08,0.000377268,0.000102786,0.000213338,1.28917e-05,2.12496e-05,0.833794,8.0403e-05,0.000155147,3.01103e-06,2.53632e-05,1.46861e-07,3.98869e-06,6.22638e-05,4.51835e-06,1.20591e-07,1.68179e-07,1.14508e-06,2.08219e-06,1.57659e-07,2.29973e-05,0.000117178
